PatientID,Actinobacillus,Actinomyces,Atopobium,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Fusobacterium,Gemella,Granulicatella,Haemophilus,Leptotrichia,Megasphaera,Mogibacterium,Moryella,Neisseria,Oribacterium,Parvimonas,Peptostreptococcus,Porphyromonas,Prevotella,Rothia,Selenomonas,Streptococcus,Tannerella,Veillonella,Abiotrophia,Aggregatibacter,Bifidobacterium,Butyrivibrio,Cardiobacterium,Corynebacterium,Dialister,Lautropia,Paludibacter,Scardovia,Sharpea,Staphylococcus,Bacteroides,Janthinobacterium,Klebsiella,Pyramidobacter,Treponema,Filifactor,Moraxella,Achromobacter,Eikenella,Mycoplasma,Pseudomonas,Schwartzia,Acinetobacter,Leuconostoc,Propionibacterium,Burkholderia,Lactobacillus,Chryseobacterium,Kingella,Nocardia,Alloscardovia,Enterococcus,Proteus,Nesterenkonia,Tetrasphaera,Peptococcus,TG5,Odoribacter,Geobacillus,Mycobacterium,Stenotrophomonas,Trabulsiella,Bacillus,Lactococcus,Pediococcus,Pseudoramibacter_Eubacterium,Serratia,Slackia,Peptoniphilus,Agrobacterium,Elizabethkingia,Sphaerochaeta,Sphingomonas,Mobiluncus,Bilophila,Enhydrobacter,Alloiococcus,Desulfovibrio,Avibacterium,Trichococcus,SHD-231,Anaerovorax,Morganella,Rhodococcus,Micrococcus,Phycicoccus,Dermabacter,Finegoldia,Sneathia,Desulfobulbus,Streptomyces,Halomonas,Shewanella,Dermacoccus,Actinobaculum,Microbacterium,BE24,Cellulomonas,Streptobacillus,Anaerococcus,Bradyrhizobium,Roseomonas,Afipia,Gluconacetobacter,Pasteurella,Gardnerella,Comamonas,Erwinia,Sphingobacterium,Wautersiella,Deinococcus,Gordonia,Kurthia,Propionivibrio,Vagococcus,Brevibacterium,Brochothrix,Acholeplasma,Anoxybacillus,Candidatus_Tammella,Novosphingobium,Sphingobium,Syntrophomonas,Plesiomonas,Cryocola,Ralstonia
TT0050,0,9.324452902,0.856327307,0.285442436,0.190294957,0.761179829,0,0.761179829,0,2.568981922,0.66603235,1.807802093,0.380589914,0,0.380589914,13.89153187,0.66603235,0.095147479,0.380589914,1.3320647,16.65080875,5.328258801,0.190294957,18.17316841,0,10.18078021,0,0.761179829,0,0,0,0.475737393,0,2.854424358,0,0,0,0,0,0,0,0,0,0,0,0.380589914,0,0,10.18078021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285442436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0009,0,2.373595506,0.056179775,0.098314607,2.570224719,1.601123596,0.252808989,0.632022472,0,0.070224719,0,1.404494382,0.393258427,0.042134832,0.028089888,0.224719101,0.028089888,0.758426966,0.280898876,3.693820225,3.202247191,0.042134832,1.713483146,0.941011236,0.646067416,1.516853933,0,0.238764045,0,0,0.29494382,0.674157303,0.196629214,0,3.216292135,0.014044944,0,0.29494382,0,0,0.266853933,0,0.351123596,0,0,0.154494382,0.224719101,1.06741573,66.40449438,0.491573034,0.491573034,0,0,2.97752809,0,0,0,0,0,0,0,0,0,0,0.014044944,0,0,0,0,0,0,0,0,0,0,0.042134832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0008,0,2.190689569,0.373412995,0,0,6.323126712,0,0,0,2.364948967,0.161812298,0.323624596,0,0,0.0373413,0,0,0.087129699,1.008215086,5.153099328,6.024396316,32.17575305,0,32.61140154,0,6.995270102,3.908389345,0,0,0,0,0.0373413,0,0,0.0124471,0,0,0,0,0,0,0,0,0,0,0.074682599,0,0.062235499,0.099576799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0055,0,3.056234719,0.21393643,0.061124694,0.97799511,0.152811736,0.091687042,4.859413203,1.253056235,1.100244499,0.336185819,2.231051345,0.366748166,0.061124694,0.305623472,0.672371638,0.21393643,0.061124694,0,13.72249389,11.15525672,11.94987775,1.161369193,23.99144254,0.702933985,14.1198044,0.183374083,0.152811736,0.152811736,0,0,0.275061125,0.091687042,0.030562347,0.091687042,0,0.030562347,0.030562347,0,0,0.794621027,0,3.545232274,0.611246944,0,0,0,0,0,0.030562347,0.030562347,0,0,0,0.397310513,0,0.061124694,0,0,0,0,0,0.030562347,0,0.305623472,0,0,0,0,0,0,0.030562347,0,0,0,0,0,0,0,0,0,0,0,0.030562347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061124694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061124694,0.122249389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0054,0,1.963882619,0.902934537,0.564334086,0.474040632,0.090293454,0.022573363,0.519187359,1.670428894,0.880361174,0.970654628,2.776523702,0.902934537,0.158013544,0.948081264,3.498871332,0.496613996,0.045146727,0,0.135440181,30.36117381,13.72460497,0.361173815,24.24379233,0.158013544,13.43115124,0,0,0.112866817,0,0,0.06772009,0.112866817,0,0.06772009,0,0,0,0,0,0,0,0.06772009,0,0,0,0,0,0,0.045146727,0,0,0,0,0.135440181,0,0,0,0,0,0,0,0,0,0.022573363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090293454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0057,0,2.053585753,0.096261832,0.064174555,0.144392748,6.77041553,0.144392748,2.743462217,0.016043639,0.320872774,14.69597305,10.04331782,0.224610942,0.032087277,0,0.930531044,0.048130916,0.336916413,0,0.914487406,8.727739451,5.855928125,1.10701107,26.96935665,0.064174555,16.22011872,0.545483716,0,0.064174555,0,0,0.064174555,0.112305471,0.192523664,0.016043639,0,0,0.080218194,0,0.12834911,0,0,0.016043639,0,0,0,0,0.12834911,0,0.016043639,0,0,0,0,0,0,0.048130916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016043639,0.032087277,0,0,0,0,0,0,0,0,0,0,0
TT0056,0,7.955731886,0.083524744,0.584673209,0.584673209,1.002296931,0.10440593,0.041762372,2.902484861,0.167049488,0.229693047,0.10440593,0,0,2.568385884,0.020881186,0.814366256,0,0,0.062643558,12.17373147,34.74629359,0.605554396,34.80893715,0,0.167049488,0.125287116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062643558,0.020881186,0,0,0,0,0,0,0.041762372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0003,1.769128704,6.191950464,0.265369306,0.265369306,0.132684653,1.238390093,0.044228218,0,5.130473242,0.353825741,0.442282176,1.901813357,0,0.088456435,0.442282176,0.044228218,0.088456435,0,0.044228218,0.309597523,20.43343653,34.45378151,0,14.37417072,0,6.2804069,4.776647501,0,0,0.132684653,0,0.398053958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088456435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309597523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0002,0,3.732271709,0.124409057,0,0.099527246,0,0,0.049763623,0,7.638716099,0,0,0.124409057,0,0,0,0,0,0,0,19.45757651,42.52301568,0.398108982,13.70987808,0,4.727544165,5.847225678,0,0,0,0,0.024881811,0,0,0,0.149290868,0,1.293854193,0,0,0,0,0,0,0,0,0.024881811,0,0,0.024881811,0,0,0,0,0.049763623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL0001,0,3.588769263,0.274435297,0,0.126662445,0.021110407,0,0.042220815,0,3.820983745,0.021110407,0,0.08444163,0,0,0.063331222,0,0,0,0.042220815,30.99007811,31.22229259,0.105552037,13.53177116,0,8.021954824,6.438674266,0,0,0,0,0.042220815,0,0,0.021110407,0.337766519,0,0.506649778,0,0,0,0,0,0,0,0,0.021110407,0.021110407,0,0.042220815,0,0,0,0,0.126662445,0,0,0,0,0.464428964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0050,0.713994288,1.876784986,0.101999184,0.040799674,0.081599347,0.367197062,0.06119951,0.489596083,0,1.958384333,35.65891473,0.693594451,0.020399837,0.020399837,0.040799674,8.935128519,0.265197878,0.142798858,0.020399837,1.46878825,2.345981232,12.58669931,0.285597715,8.384332925,0.06119951,1.081191351,0.428396573,0,0,0.020399837,0.081599347,0.44879641,0.06119951,0.265197878,0.020399837,0.020399837,0,0,0.020399837,0,0,0,0.101999184,0.142798858,20.44063647,0,0,0,0.040799674,0.020399837,0,0,0,0,0.122399021,0,0,0,0,0,0,0,0,0.020399837,0.020399837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0051,8.081180812,0.350553506,0,0,0.018450185,0.20295203,0.018450185,0.36900369,0.498154982,0,56.900369,0.055350554,0,0.018450185,0,1.697416974,0.018450185,0.055350554,0,0.479704797,0.645756458,10.57195572,0.018450185,15.8302583,0.036900369,1.715867159,0,1.439114391,0,0,0.018450185,0.018450185,0,0.405904059,0.129151292,0,0,0,0,0,0.036900369,0.018450185,0,0,0.092250923,0,0,0.055350554,0.110701107,0,0,0,0,0,0.018450185,0,0,0,0,0,0,0,0,0,0.036900369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0052,0,0.707083934,0.130941469,0.065470735,0.379730261,0,0,0.091659028,0.026188294,0.026188294,0.078564882,0.013094147,0.078564882,0.549954171,0.130941469,0,0.026188294,0.353541967,0.039282441,2.919994762,2.566452796,3.587796255,0.982061019,3.587796255,1.152284929,0.078564882,0,0.013094147,0.078564882,0,0.013094147,0.484483436,0.17022391,0,0.536860024,0.183318057,0.052376588,0.039282441,0.235694645,0,1.322508839,0,3.194971848,0.183318057,0,0,0.039282441,6.193531491,3.31281917,0.693989787,3.810396753,0.078564882,0.026188294,0.026188294,54.45855703,0.130941469,0,0,0.039282441,0,0,0,0,0,3.31281917,0.693989787,0,0,0.078564882,0,0,0.405918554,0,0.013094147,0,0.026188294,0,0,0.013094147,0.052376588,0,0,0,0.013094147,0,0.144035616,0,0,0.065470735,0.065470735,0,0,0,0,0,0,0,0.392824408,0,0.104753175,0.104753175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104753175,0.798742962,0,0,0,0.013094147,0,0,0,0.039282441,0.052376588,0.432106848,0.026188294,0.065470735,0.104753175,0,0,0
CH0053,0.767459708,2.750063955,1.470964441,0.255819903,0.191864927,0.102327961,0.166282937,0.844205679,1.138398567,0.063954976,0.332565874,0.370938859,0.166282937,0.038372985,0.127909951,0.179073932,0.268610898,0.063954976,0.281401893,0.626758762,11.55026861,0.86978767,0.49884881,53.90125352,0.038372985,5.47454592,0,0.127909951,0.02558199,0,0,0.02558199,0.127909951,0.089536966,0,0,0.051163981,0,0,0,16.42363776,0,0.268610898,0.166282937,0,0,0,0,0,0,0,0,0,0,0.02558199,0,0,0,0,0,0,0,0,0.012790995,0.012790995,0,0,0,0,0.089536966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012790995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0042,0.414282896,6.845531663,0.177549813,0.414282896,0.355099625,0.19727757,0.039455514,0.65101598,0,0.276188597,2.012231209,1.637403827,0.355099625,0.355099625,0.414282896,1.736042612,0.098638785,0.019727757,0.157822056,0.512921681,19.7080292,27.50049319,0.098638785,24.3835076,0.019727757,11.12645492,0,0.078911028,0.019727757,0,0.019727757,0.157822056,0,0,0,0,0,0.019727757,0,0,0,0.019727757,0.039455514,0.039455514,0,0,0,0,0.019727757,0,0,0,0,0,0.039455514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039455514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0010,0,0,0,0,0,0,0,0,0.199624237,0,0,0.117426022,0,0,0,0,0,0,0,0,0.046970409,0,0,0.43447628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59887271,0,0,3.781117896,0,93.4828558,1.068576797,0.281822452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0012,4.95049505,0.330033003,0.018335167,0,0.036670334,0,0,0.091675834,2.200220022,0.770077008,2.181884855,0.165016502,0,0,0,1.540154015,0.018335167,0,0,0.238357169,0.586725339,2.585258526,0,25.26585992,0,0.421708838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.54235424,0.036670334,0,0,35.00183352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0013,0,0.09354537,0.09354537,0,0,1.543498597,0,0.467726848,0.09354537,0,27.64265669,14.78016838,0.140318054,0,0,0.935453695,0.233863424,0,1.356407858,0.046772685,5.61272217,0,0.701590271,1.356407858,0.233863424,29.32647334,0,0.420954163,0,0,3.320860617,0,0,10.99158092,0,0,0,0,0,0,0,0,0,0,0,0.327408793,0,0.046772685,0,0,0.09354537,0,0,0.187090739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0014,0.402073855,0.169294255,0,0,0,0.042323564,0,0.042323564,0,0.105808909,0.2327796,0.084647127,0,0,0,0.084647127,0,0,0,0.052904455,0.211617818,0.338588509,0,1.185059782,0.010580891,0.222198709,0,0,0,0,0,0.021161782,0,0,0,0,0,0,0,0,0,0,0,0,0,1.735266109,0,0,94.66723098,0,0,0,0,0.1163898,0.190456036,0,0,0,0,0,0,0,0,0,0,0,0.084647127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0015,0,13.99462606,0.91804747,0.985221675,0.13434841,0.044782803,0.044782803,0.403045231,4.948499776,3.828929691,1.477832512,2.731751008,0.492610837,0.13434841,0,0.582176444,0.111957009,0,0.089565607,0.425436632,18.67442902,7.053291536,0.850873265,31.99731303,0,8.105687416,0.515002239,0.111957009,0.044782803,0.246305419,0,0.201522615,0.26869682,0,0,0.022391402,0,0,0,0,0.335871026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223914017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
