PatientID,Actinobacillus,Actinomyces,Atopobium,Bulleidia,Campylobacter,Capnocytophaga,Catonella,Fusobacterium,Gemella,Granulicatella,Haemophilus,Leptotrichia,Megasphaera,Mogibacterium,Moryella,Neisseria,Oribacterium,Parvimonas,Peptostreptococcus,Porphyromonas,Prevotella,Rothia,Selenomonas,Streptococcus,Tannerella,Veillonella,Abiotrophia,Aggregatibacter,Bifidobacterium,Butyrivibrio,Cardiobacterium,Corynebacterium,Dialister,Lautropia,Paludibacter,Scardovia,Sharpea,Staphylococcus,Bacteroides,Janthinobacterium,Klebsiella,Pyramidobacter,Treponema,Filifactor,Moraxella,Achromobacter,Eikenella,Mycoplasma,Pseudomonas,Schwartzia,Acinetobacter,Leuconostoc,Propionibacterium,Burkholderia,Lactobacillus,Chryseobacterium,Kingella,Nocardia,Alloscardovia,Enterococcus,Proteus,Nesterenkonia,Tetrasphaera,Peptococcus,TG5,Odoribacter,Geobacillus,Mycobacterium,Stenotrophomonas,Trabulsiella,Bacillus,Lactococcus,Pediococcus,Pseudoramibacter_Eubacterium,Serratia,Slackia,Peptoniphilus,Agrobacterium,Elizabethkingia,Sphaerochaeta,Sphingomonas,Mobiluncus,Bilophila,Enhydrobacter,Alloiococcus,Desulfovibrio,Avibacterium,Trichococcus,SHD-231,Anaerovorax,Morganella,Rhodococcus,Micrococcus,Phycicoccus,Dermabacter,Finegoldia,Sneathia,Desulfobulbus,Streptomyces,Halomonas,Shewanella,Dermacoccus,Actinobaculum,Microbacterium,BE24,Cellulomonas,Streptobacillus,Anaerococcus,Bradyrhizobium,Roseomonas,Afipia,Gluconacetobacter,Pasteurella,Gardnerella,Comamonas,Erwinia,Sphingobacterium,Wautersiella,Deinococcus,Gordonia,Kurthia,Propionivibrio,Vagococcus,Brevibacterium,Brochothrix,Acholeplasma,Anoxybacillus,Candidatus_Tammella,Novosphingobium,Sphingobium,Syntrophomonas,Plesiomonas,Cryocola,Ralstonia
DU0097,0,0,0,0,0,0,0,0,0,9.010458568,22.30778071,0,0,0,0,6.125732674,0,0,0,0,0,9.746006206,0,45.71888289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09113895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0010,0,2.743957841,0.308922406,0.109031437,0,0.090859531,0,0.363438125,0.526985281,0.218062875,41.7045248,0.054515719,0,0.199890969,0.072687625,0.018171906,0.163547156,0.14537525,0,0.054515719,0.327094312,10.43067418,0.345266218,37.83390878,0,1.508268217,2.580410685,0,0,0,0,0.036343813,0.054515719,0.036343813,0,0,0,0,0,0,0,0,0,0,0.018171906,0,0.018171906,0.018171906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0011,0,2.871894159,0.290416263,0.290416263,0.032268474,1.613423685,0.161342369,0.290416263,24.20135528,1.871571475,0.354953211,0.548564053,0,0.129073895,0.451758632,0.193610842,0.290416263,0.161342369,0,0.032268474,1.516618264,50.66150371,0.096805421,7.712165215,0.032268474,5.162955792,0.516295579,0.064536947,0,0,0.032268474,0.032268474,0,0.064536947,0.032268474,0.096805421,0,0,0,0,0,0,0.032268474,0,0,0,0,0.064536947,0,0,0,0,0,0,0,0,0.064536947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0012,0,2.971913782,0.947093403,0,0.130633573,0,0,0,0,10.32005225,1.077726976,0,0,0,0.293925539,1.045068583,0.09797518,0,0,0,0.91443501,51.11038537,0,20.6727629,0,8.327890268,0,0,0.391900719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032658393,0,0,0,0,0,0,0,0,0,0.620509471,0,0,0,0,0.751143044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326583932,0,0,0,0,0,0,0.032658393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0013,0,2.963215259,0.715258856,0,0.068119891,1.634877384,0,0.170299728,0.102179837,0.885558583,4.087193461,0.034059946,0,0.817438692,0,1.123978202,0.068119891,0.442779292,0,2.588555858,8.310626703,27.00953678,0.953678474,16.04223433,0,26.36239782,1.36239782,0,0,0,0.102179837,0,0.102179837,0,0.068119891,0.034059946,0,0.170299728,0,0,0,0,0,0,0.102179837,0,0.170299728,0,0,0,0,0,0,0,2.213896458,0,0.544959128,0,0,0.204359673,0,0.30653951,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034059946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136239782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0014,0,16.0991234,1.078894134,0.033715442,0.421443021,2.22521915,0,0.640593392,0,4.450438301,2.20836143,1.129467296,0.151719488,0.387727579,0.016857721,0,0.084288604,0.101146325,0,0.252865813,8.159136885,3.337828726,0.623735671,43.6109238,0.8091706,10.38435604,0,0,0,0,0,0.033715442,0,0,0.387727579,0.033715442,0,0,0,0,0,0,0.303438975,0.438300742,0.016857721,0,0.118004046,0.101146325,0,0,0,0,0,0.050573163,0,0,0.20229265,0,0.674308833,0.539447067,0.4045853,0,0.033715442,0,0.067430883,0,0,0,0,0,0,0,0,0.016857721,0,0.134861767,0.033715442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016857721,0,0,0,0.084288604,0.084288604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0015,0,9.147528221,2.763721292,0,0.233553912,0,0,0,0,7.240171273,0.233553912,0,0.077851304,0,0,0,0,0,0,0.272479564,3.11405216,21.17555469,0.233553912,10.93810821,0,33.35928377,0,0,0,0,0,0,4.203970417,3.464383028,0,0,0,0.350330868,0,0,0,0,0,0,0,0,0,0.038925652,2.958349552,0,0,0,0.038925652,0,0,0,0.038925652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038925652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0016,0,0.735536283,0.043912614,0,0,0.03293446,0,0.03293446,0,0.75749259,92.75441871,0.021956307,0,0.010978154,0.021956307,0.614776595,0.010978154,0,0,0.021956307,0.03293446,2.645734987,0.010978154,1.273465803,0,0.153694149,0,0,0,0,0,0.724558129,0,0,0,0,0,0,0,0,0,0,0,0,0.054890767,0,0,0,0.054890767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0017,0,1.388562015,0.047069899,0.141209696,0.023534949,0.047069899,0,0.023534949,11.10849612,1.694516357,5.930807249,0,0,0.023534949,0.023534949,0.517768887,0.023534949,0.023534949,0.141209696,18.54554013,0.329489292,2.518239586,0,16.85102377,0.023534949,0.258884443,0,0,0,0.023534949,0,0.188279595,0,0,0,0,0,0,0,0,0,0,0,0,39.75052954,0,0.070604848,0,0,0,0,0,0,0,0,0,0,0,0,0.258884443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0018,0,0.15392509,0.025654182,0,0,0,0,0,1.513596716,2.488455618,0.256541816,0,0,0,0,0,0,0,0,0,0.179579271,10.10774756,0,61.15956901,0,0.102616727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.52385839,0,0,0,2.385838892,0,0,0,0,0,0.051308363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0019,0,0.18695957,0,0,0,0,0,0.023369946,1.939705539,1.448936667,68.56742229,0,0,0,0,0.070109839,0,0,0,1.519046506,0.023369946,0.420659033,0,21.10306146,0,2.033185324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.664173872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0087,0,0,0,0,0,0,0,0,0,0,69.26,0,0,0,0,0,0,0,0,0,0,30.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0085,0,0,0,0,0,0,0,0,0,0,45.4,0,0,0,0,0,0,0,0,0,0,7.65,0,46.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0084,0,0,0,0,0,0,0,0,0,0,85.31095498,0,0,0,0,0,0,0,0,0,0,0,0,14.68904502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0083,0,4.820390914,0,0,0,3.288431062,0,0,0,5.863708399,7.805071315,0,0,0,0,0,0,0,0,1.518753302,0,26.3866878,0,50.30375066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0082,0,4.571485984,0,0,0,0,0,0,0,7.063197026,20.38581332,0,0,0,0,0,0,0,0,0,0.874108309,9.585049734,0,55.55109012,0,1.979302723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0081,0,0,0,0,0,0,0,0,0,0,37.16,0,0,0,0,0,0,0,0,0,0,0,0,62.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0080,0,0,0,0,0,0,0,0,0,0,30.93887839,0,0,0,0,0,0,0,0,0,0,10.56500735,0,58.50661626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0009,0,7.154438589,1.844345359,0.628293474,0.121605189,0.121605189,0.020267531,0.385083097,0.121605189,16.59910823,32.65099311,0.020267531,0.020267531,0.202675314,0.14187272,0,0.385083097,1.925415484,0.14187272,0.222942846,4.256181597,14.18727199,0.648561005,10.98500203,0.182407783,1.276854479,0,0,0.587758411,0,0,0.14187272,0.263477908,0,0,1.520064856,0.060802594,0,0,0,0,0,0.060802594,0.162140251,0,0,0.020267531,0,0,1.134981759,0,0,0,0,0.871503851,0,0,0,0.364815566,0,0,0.182407783,0,0,0.101337657,0,0,0,0,0,0,0,0,0.020267531,0,0.040535063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14187272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0008,0,1.930932046,0.631266246,0.25993316,0.037133309,0.222799852,0.074266617,0.482733012,0.222799852,0.037133309,0.074266617,0.556999629,0,0.074266617,0,0,0.037133309,0.297066469,0.111399926,0.185666543,1.522465652,24.80505013,0.148533234,34.45971036,0.111399926,0.854066097,0,0,0,0,0,0.222799852,0.037133309,0,0.297066469,0,0,0,0,0,0,0,0.037133309,0.148533234,0,28.44411437,0,0.185666543,0.037133309,0.037133309,0,0,0,0,0.074266617,0,0,0,0,0,0,0,0,0,0.074266617,0,0,0,3.267731155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0007,0,2.165354331,0.196850394,0.147637795,0.049212598,0.196850394,0.049212598,1.279527559,3.986220472,5.954724409,4.133858268,0.442913386,0,0.098425197,0.098425197,2.165354331,0.147637795,0.196850394,0.098425197,10.72834646,5.856299213,23.47440945,1.033464567,26.27952756,0.196850394,2.066929134,0,0,0,0,0,0.147637795,0.049212598,0,0.098425197,0,0,0,0,0,0,0,0.049212598,0,8.464566929,0.049212598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049212598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0006,0,2.110249785,0,0,0,0,0,0,0,0.129198966,0.086132644,0,0,0,0,0,0,0,0,0,0.021533161,12.63996555,0,81.39534884,0,0.689061154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021533161,0,0,0,0,0,0,0,0,0,1.701119724,0,0,0,0,1.20585702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0005,0,2.344996931,0.110497238,0,0.036832413,0,0,0.049109883,0.761203192,0.527931246,0.2946593,0,0,0.012277471,0.049109883,0,0,0,0,0,0.233271946,13.77532228,0,81.20319214,0,0.233271946,0,0,0.012277471,0,0,0.024554942,0,0,0,0,0,0,0,0,0,0,0,0,0.012277471,0,0,0.012277471,0,0,0,0,0,0,0,0,0,0,0.098219767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012277471,0,0,0,0,0,0,0,0.024554942,0,0,0,0,0,0,0,0,0,0,0.012277471,0,0,0,0,0,0,0.122774708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
